,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
1372,Law enforcement workers including supervisors_Female,1077.0,3019,547.0,3057,,BLACK OR AFRICAN AMERICAN ALONE,2018
1373,Food preparation and serving related occupations_Female,3154.0,7444,1762.0,2907,,BLACK OR AFRICAN AMERICAN ALONE,2018
1374,Building and grounds cleaning and maintenance occupations_Female,5426.0,8013,1329.0,3639,,BLACK OR AFRICAN AMERICAN ALONE,2018
1375,Personal care and service occupations_Female,5483.0,12532,2055.0,5346,,BLACK OR AFRICAN AMERICAN ALONE,2018
1377,Sales and related occupations_Female,13621.0,14412,4560.0,8171,,BLACK OR AFRICAN AMERICAN ALONE,2018
1378,Office and administrative support occupations_Female,18879.0,31272,7720.0,18280,,BLACK OR AFRICAN AMERICAN ALONE,2018
1380,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,89,,BLACK OR AFRICAN AMERICAN ALONE,2018
1381,Construction and extraction occupations_Female,184.0,926,0.0,418,,BLACK OR AFRICAN AMERICAN ALONE,2018
1382,"Installation, maintenance, and repair occupations_Female",178.0,691,351.0,375,,BLACK OR AFRICAN AMERICAN ALONE,2018
1384,Production occupations_Female,1292.0,2908,253.0,723,,BLACK OR AFRICAN AMERICAN ALONE,2018
1385,Transportation occupations_Female,2355.0,5079,1031.0,2685,,BLACK OR AFRICAN AMERICAN ALONE,2018
1386,Material moving occupations_Female,1365.0,2835,849.0,1350,,BLACK OR AFRICAN AMERICAN ALONE,2018
1391,Management occupations_Male,5471.0,9429,4236.0,4783,,BLACK OR AFRICAN AMERICAN ALONE,2019
1392,Business and financial operations occupations_Male,1896.0,5919,2431.0,3219,,BLACK OR AFRICAN AMERICAN ALONE,2019
1394,Computer and mathematical occupations_Male,2622.0,5569,1994.0,2823,,BLACK OR AFRICAN AMERICAN ALONE,2019
1395,Architecture and engineering occupations_Male,766.0,1508,1354.0,1109,,BLACK OR AFRICAN AMERICAN ALONE,2019
1396,"Life, physical, and social science occupations_Male",0.0,492,1013.0,551,,BLACK OR AFRICAN AMERICAN ALONE,2019
1398,Community and social service occupations_Male,3284.0,3129,1131.0,2121,,BLACK OR AFRICAN AMERICAN ALONE,2019
1399,Legal occupations_Male,366.0,1179,1266.0,841,,BLACK OR AFRICAN AMERICAN ALONE,2019
1401,"Arts, design, entertainment, sports, and media occupations_Male",780.0,4097,3532.0,1687,,BLACK OR AFRICAN AMERICAN ALONE,2019
1403,Health diagnosing and treating practitioners and other technical occupations_Male,1787.0,1834,535.0,807,,BLACK OR AFRICAN AMERICAN ALONE,2019
1404,Health technologists and technicians_Male,1514.0,3479,177.0,2076,,BLACK OR AFRICAN AMERICAN ALONE,2019
1406,Healthcare support occupations_Male,4787.0,3638,628.0,2903,,BLACK OR AFRICAN AMERICAN ALONE,2019
1409,Law enforcement workers including supervisors_Male,1143.0,4111,1099.0,3327,,BLACK OR AFRICAN AMERICAN ALONE,2019
1410,Food preparation and serving related occupations_Male,6054.0,8242,2218.0,3562,,BLACK OR AFRICAN AMERICAN ALONE,2019
1411,Building and grounds cleaning and maintenance occupations_Male,11025.0,10398,2615.0,5356,,BLACK OR AFRICAN AMERICAN ALONE,2019
1412,Personal care and service occupations_Male,3633.0,3715,2263.0,3892,,BLACK OR AFRICAN AMERICAN ALONE,2019
1414,Sales and related occupations_Male,7878.0,11268,4372.0,5897,,BLACK OR AFRICAN AMERICAN ALONE,2019
1415,Office and administrative support occupations_Male,7931.0,11948,3583.0,8228,,BLACK OR AFRICAN AMERICAN ALONE,2019
1417,"Farming, fishing, and forestry occupations_Male",222.0,0,138.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2019
1418,Construction and extraction occupations_Male,8572.0,17672,3155.0,7092,,BLACK OR AFRICAN AMERICAN ALONE,2019
1419,"Installation, maintenance, and repair occupations_Male",2948.0,8837,1373.0,5436,,BLACK OR AFRICAN AMERICAN ALONE,2019
1421,Production occupations_Male,3556.0,4799,328.0,2338,,BLACK OR AFRICAN AMERICAN ALONE,2019
1422,Transportation occupations_Male,11864.0,16358,3744.0,10772,,BLACK OR AFRICAN AMERICAN ALONE,2019
1423,Material moving occupations_Male,5542.0,7745,1969.0,4226,,BLACK OR AFRICAN AMERICAN ALONE,2019
1427,Management occupations_Female,6000.0,14318,5745.0,6769,,BLACK OR AFRICAN AMERICAN ALONE,2019
1428,Business and financial operations occupations_Female,4066.0,9568,2894.0,5731,,BLACK OR AFRICAN AMERICAN ALONE,2019
1430,Computer and mathematical occupations_Female,1045.0,2445,1741.0,1670,,BLACK OR AFRICAN AMERICAN ALONE,2019
1431,Architecture and engineering occupations_Female,381.0,603,0.0,333,,BLACK OR AFRICAN AMERICAN ALONE,2019
1432,"Life, physical, and social science occupations_Female",184.0,919,132.0,100,,BLACK OR AFRICAN AMERICAN ALONE,2019
1434,Community and social service occupations_Female,5794.0,10820,2558.0,6433,,BLACK OR AFRICAN AMERICAN ALONE,2019
1435,Legal occupations_Female,1423.0,2469,1263.0,1361,,BLACK OR AFRICAN AMERICAN ALONE,2019
1437,"Arts, design, entertainment, sports, and media occupations_Female",1435.0,3475,2415.0,1359,,BLACK OR AFRICAN AMERICAN ALONE,2019
1439,Health diagnosing and treating practitioners and other technical occupations_Female,6029.0,12660,2108.0,6489,,BLACK OR AFRICAN AMERICAN ALONE,2019
1440,Health technologists and technicians_Female,2885.0,8398,1363.0,4190,,BLACK OR AFRICAN AMERICAN ALONE,2019
1442,Healthcare support occupations_Female,25274.0,39251,7557.0,18517,,BLACK OR AFRICAN AMERICAN ALONE,2019
1445,Law enforcement workers including supervisors_Female,1526.0,2860,756.0,1695,,BLACK OR AFRICAN AMERICAN ALONE,2019
1446,Food preparation and serving related occupations_Female,6040.0,5596,1883.0,2365,,BLACK OR AFRICAN AMERICAN ALONE,2019
1447,Building and grounds cleaning and maintenance occupations_Female,4752.0,6418,1950.0,2767,,BLACK OR AFRICAN AMERICAN ALONE,2019
1448,Personal care and service occupations_Female,6198.0,11362,5613.0,6201,,BLACK OR AFRICAN AMERICAN ALONE,2019
1450,Sales and related occupations_Female,9987.0,15754,5936.0,9539,,BLACK OR AFRICAN AMERICAN ALONE,2019
1451,Office and administrative support occupations_Female,19597.0,29790,7657.0,19304,,BLACK OR AFRICAN AMERICAN ALONE,2019
1453,"Farming, fishing, and forestry occupations_Female",0.0,0,114.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2019
1454,Construction and extraction occupations_Female,303.0,662,196.0,306,,BLACK OR AFRICAN AMERICAN ALONE,2019
1455,"Installation, maintenance, and repair occupations_Female",72.0,243,342.0,473,,BLACK OR AFRICAN AMERICAN ALONE,2019
1457,Production occupations_Female,2222.0,2053,303.0,857,,BLACK OR AFRICAN AMERICAN ALONE,2019
1458,Transportation occupations_Female,2200.0,5023,539.0,1977,,BLACK OR AFRICAN AMERICAN ALONE,2019
1459,Material moving occupations_Female,1225.0,2179,525.0,1017,,BLACK OR AFRICAN AMERICAN ALONE,2019
1464,Management occupations_Male,5541.0,5681,6763.0,7414,1715.0,HISPANIC OR LATINO,2010
1465,Business and financial operations occupations_Male,1866.0,1426,3574.0,3559,312.0,HISPANIC OR LATINO,2010
1467,Computer and mathematical occupations_Male,1545.0,748,1137.0,2376,522.0,HISPANIC OR LATINO,2010
1468,Architecture and engineering occupations_Male,420.0,590,991.0,1454,212.0,HISPANIC OR LATINO,2010
1469,"Life, physical, and social science occupations_Male",196.0,338,475.0,120,0.0,HISPANIC OR LATINO,2010
1471,Community and social service occupations_Male,1619.0,1307,1249.0,1006,0.0,HISPANIC OR LATINO,2010
1472,Legal occupations_Male,249.0,532,567.0,383,75.0,HISPANIC OR LATINO,2010
1473,"Education, training, and library occupations_Male",2548.0,1678,2170.0,2559,68.0,HISPANIC OR LATINO,2010
1474,"Arts, design, entertainment, sports, and media occupations_Male",1498.0,3095,2703.0,2244,325.0,HISPANIC OR LATINO,2010
1476,Health diagnosing and treating practitioners and other technical occupations_Male,464.0,330,1576.0,1026,166.0,HISPANIC OR LATINO,2010
1477,Health technologists and technicians_Male,776.0,828,462.0,1382,81.0,HISPANIC OR LATINO,2010
1479,Healthcare support occupations_Male,982.0,406,194.0,488,487.0,HISPANIC OR LATINO,2010
1481,"Fire fighting and prevention, and other protective service workers including supervisors_Male",4786.0,3415,2178.0,3019,729.0,HISPANIC OR LATINO,2010
1482,Law enforcement workers including supervisors_Male,1767.0,1290,706.0,2757,436.0,HISPANIC OR LATINO,2010
1483,Food preparation and serving related occupations_Male,14132.0,13577,11097.0,24163,994.0,HISPANIC OR LATINO,2010
1484,Building and grounds cleaning and maintenance occupations_Male,17356.0,10683,8295.0,14744,919.0,HISPANIC OR LATINO,2010
1485,Personal care and service occupations_Male,5529.0,2631,3629.0,4571,654.0,HISPANIC OR LATINO,2010
1487,Sales and related occupations_Male,13067.0,9829,8052.0,12569,2085.0,HISPANIC OR LATINO,2010
1488,Office and administrative support occupations_Male,12621.0,10185,8872.0,14715,1116.0,HISPANIC OR LATINO,2010
1490,"Farming, fishing, and forestry occupations_Male",481.0,0,91.0,0,0.0,HISPANIC OR LATINO,2010
1491,Construction and extraction occupations_Male,15785.0,14849,5140.0,31189,2943.0,HISPANIC OR LATINO,2010
1492,"Installation, maintenance, and repair occupations_Male",6080.0,4543,2004.0,8408,693.0,HISPANIC OR LATINO,2010
1494,Production occupations_Male,9953.0,6499,3403.0,11619,983.0,HISPANIC OR LATINO,2010
1495,Transportation occupations_Male,16687.0,8102,7332.0,15920,1017.0,HISPANIC OR LATINO,2010
1496,Material moving occupations_Male,4863.0,6618,3877.0,5310,474.0,HISPANIC OR LATINO,2010
1500,Management occupations_Female,5529.0,4083,6660.0,6472,1380.0,HISPANIC OR LATINO,2010
1501,Business and financial operations occupations_Female,2494.0,3208,3428.0,5178,992.0,HISPANIC OR LATINO,2010
1503,Computer and mathematical occupations_Female,364.0,602,416.0,318,0.0,HISPANIC OR LATINO,2010
1504,Architecture and engineering occupations_Female,306.0,439,346.0,297,0.0,HISPANIC OR LATINO,2010
1505,"Life, physical, and social science occupations_Female",540.0,109,568.0,179,0.0,HISPANIC OR LATINO,2010
1507,Community and social service occupations_Female,4568.0,1733,1408.0,2536,295.0,HISPANIC OR LATINO,2010
1508,Legal occupations_Female,1426.0,838,975.0,1785,268.0,HISPANIC OR LATINO,2010
1509,"Education, training, and library occupations_Female",8013.0,6968,5756.0,7236,1485.0,HISPANIC OR LATINO,2010
1510,"Arts, design, entertainment, sports, and media occupations_Female",763.0,1736,2660.0,1281,261.0,HISPANIC OR LATINO,2010
1512,Health diagnosing and treating practitioners and other technical occupations_Female,2421.0,1259,1428.0,2974,821.0,HISPANIC OR LATINO,2010
1513,Health technologists and technicians_Female,1966.0,1195,807.0,1650,367.0,HISPANIC OR LATINO,2010
1515,Healthcare support occupations_Female,19441.0,12040,8905.0,9112,669.0,HISPANIC OR LATINO,2010
1517,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1568.0,662,296.0,1120,81.0,HISPANIC OR LATINO,2010
1518,Law enforcement workers including supervisors_Female,508.0,758,100.0,738,407.0,HISPANIC OR LATINO,2010
1519,Food preparation and serving related occupations_Female,7721.0,3316,5032.0,6848,370.0,HISPANIC OR LATINO,2010
1520,Building and grounds cleaning and maintenance occupations_Female,9960.0,8241,5822.0,17261,1156.0,HISPANIC OR LATINO,2010
1521,Personal care and service occupations_Female,15827.0,8461,8294.0,11250,907.0,HISPANIC OR LATINO,2010
1523,Sales and related occupations_Female,15400.0,8272,9911.0,14049,1681.0,HISPANIC OR LATINO,2010
1524,Office and administrative support occupations_Female,24959.0,18716,11565.0,22558,3462.0,HISPANIC OR LATINO,2010
1526,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,55,0.0,HISPANIC OR LATINO,2010
1527,Construction and extraction occupations_Female,390.0,158,0.0,479,0.0,HISPANIC OR LATINO,2010
1528,"Installation, maintenance, and repair occupations_Female",356.0,518,155.0,222,0.0,HISPANIC OR LATINO,2010
1530,Production occupations_Female,3559.0,3719,2953.0,6236,228.0,HISPANIC OR LATINO,2010
1531,Transportation occupations_Female,2272.0,492,352.0,1629,54.0,HISPANIC OR LATINO,2010
1532,Material moving occupations_Female,1700.0,1593,1104.0,3802,0.0,HISPANIC OR LATINO,2010
1537,Management occupations_Male,5425.0,4710,6996.0,7406,510.0,HISPANIC OR LATINO,2011
1538,Business and financial operations occupations_Male,2259.0,1812,2484.0,3949,942.0,HISPANIC OR LATINO,2011
1540,Computer and mathematical occupations_Male,901.0,1761,631.0,1695,339.0,HISPANIC OR LATINO,2011
1541,Architecture and engineering occupations_Male,572.0,1358,731.0,978,328.0,HISPANIC OR LATINO,2011
1542,"Life, physical, and social science occupations_Male",91.0,230,1073.0,0,0.0,HISPANIC OR LATINO,2011
1544,Community and social service occupations_Male,1468.0,784,1305.0,1532,249.0,HISPANIC OR LATINO,2011
1545,Legal occupations_Male,183.0,539,1501.0,508,108.0,HISPANIC OR LATINO,2011
1546,"Education, training, and library occupations_Male",2774.0,1633,1841.0,2007,388.0,HISPANIC OR LATINO,2011
1547,"Arts, design, entertainment, sports, and media occupations_Male",1851.0,3016,3190.0,2736,475.0,HISPANIC OR LATINO,2011
1549,Health diagnosing and treating practitioners and other technical occupations_Male,250.0,643,540.0,737,98.0,HISPANIC OR LATINO,2011
1550,Health technologists and technicians_Male,1264.0,319,554.0,1100,378.0,HISPANIC OR LATINO,2011
1552,Healthcare support occupations_Male,574.0,997,785.0,511,376.0,HISPANIC OR LATINO,2011
1554,"Fire fighting and prevention, and other protective service workers including supervisors_Male",6379.0,2410,2960.0,3065,719.0,HISPANIC OR LATINO,2011
1555,Law enforcement workers including supervisors_Male,1985.0,820,397.0,1777,1505.0,HISPANIC OR LATINO,2011
1556,Food preparation and serving related occupations_Male,17702.0,14721,12356.0,30597,2137.0,HISPANIC OR LATINO,2011
1557,Building and grounds cleaning and maintenance occupations_Male,14880.0,10180,9577.0,16549,1246.0,HISPANIC OR LATINO,2011
1558,Personal care and service occupations_Male,3872.0,3136,2801.0,4256,322.0,HISPANIC OR LATINO,2011
1560,Sales and related occupations_Male,16925.0,8819,6951.0,15901,950.0,HISPANIC OR LATINO,2011
1561,Office and administrative support occupations_Male,16524.0,9736,8862.0,14856,1679.0,HISPANIC OR LATINO,2011
1563,"Farming, fishing, and forestry occupations_Male",2352.0,362,85.0,432,0.0,HISPANIC OR LATINO,2011
1564,Construction and extraction occupations_Male,12963.0,15935,5054.0,30079,2501.0,HISPANIC OR LATINO,2011
1565,"Installation, maintenance, and repair occupations_Male",7309.0,4637,2862.0,6660,870.0,HISPANIC OR LATINO,2011
1567,Production occupations_Male,6323.0,9055,3442.0,9086,1538.0,HISPANIC OR LATINO,2011
1568,Transportation occupations_Male,12212.0,9795,8537.0,12903,955.0,HISPANIC OR LATINO,2011
1569,Material moving occupations_Male,5501.0,4379,2243.0,4972,741.0,HISPANIC OR LATINO,2011
1573,Management occupations_Female,5975.0,4621,5466.0,5777,489.0,HISPANIC OR LATINO,2011
1574,Business and financial operations occupations_Female,3112.0,1420,3085.0,2954,528.0,HISPANIC OR LATINO,2011
1576,Computer and mathematical occupations_Female,256.0,443,47.0,698,243.0,HISPANIC OR LATINO,2011
1577,Architecture and engineering occupations_Female,145.0,199,113.0,275,171.0,HISPANIC OR LATINO,2011
1578,"Life, physical, and social science occupations_Female",110.0,613,814.0,170,288.0,HISPANIC OR LATINO,2011
1580,Community and social service occupations_Female,4004.0,2467,1197.0,2116,321.0,HISPANIC OR LATINO,2011
1581,Legal occupations_Female,980.0,1159,2114.0,1145,172.0,HISPANIC OR LATINO,2011
1582,"Education, training, and library occupations_Female",10036.0,5237,5372.0,7104,2017.0,HISPANIC OR LATINO,2011
1583,"Arts, design, entertainment, sports, and media occupations_Female",1208.0,2497,4057.0,2092,65.0,HISPANIC OR LATINO,2011
1585,Health diagnosing and treating practitioners and other technical occupations_Female,1664.0,1637,1433.0,2718,1031.0,HISPANIC OR LATINO,2011
1586,Health technologists and technicians_Female,1996.0,1192,815.0,2454,304.0,HISPANIC OR LATINO,2011
1588,Healthcare support occupations_Female,18242.0,9587,7586.0,9969,1515.0,HISPANIC OR LATINO,2011
1590,"Fire fighting and prevention, and other protective service workers including supervisors_Female",2941.0,1612,403.0,1022,141.0,HISPANIC OR LATINO,2011
1591,Law enforcement workers including supervisors_Female,531.0,632,37.0,643,421.0,HISPANIC OR LATINO,2011
1592,Food preparation and serving related occupations_Female,6047.0,4354,4213.0,7335,532.0,HISPANIC OR LATINO,2011
1593,Building and grounds cleaning and maintenance occupations_Female,10392.0,9470,4564.0,15809,1147.0,HISPANIC OR LATINO,2011
1594,Personal care and service occupations_Female,21689.0,6614,8166.0,11551,289.0,HISPANIC OR LATINO,2011
1596,Sales and related occupations_Female,15775.0,10045,9513.0,16340,1577.0,HISPANIC OR LATINO,2011
1597,Office and administrative support occupations_Female,24117.0,17038,13279.0,20637,2982.0,HISPANIC OR LATINO,2011
1599,"Farming, fishing, and forestry occupations_Female",99.0,34,0.0,50,0.0,HISPANIC OR LATINO,2011
1600,Construction and extraction occupations_Female,771.0,107,453.0,1297,0.0,HISPANIC OR LATINO,2011
1601,"Installation, maintenance, and repair occupations_Female",260.0,440,204.0,113,0.0,HISPANIC OR LATINO,2011
1603,Production occupations_Female,4080.0,4207,3337.0,6094,20.0,HISPANIC OR LATINO,2011
1604,Transportation occupations_Female,1608.0,1372,689.0,1453,605.0,HISPANIC OR LATINO,2011
1605,Material moving occupations_Female,1473.0,1794,1056.0,2169,0.0,HISPANIC OR LATINO,2011
1610,Management occupations_Male,7327.0,5461,8679.0,9694,729.0,HISPANIC OR LATINO,2012
1611,Business and financial operations occupations_Male,2342.0,2308,1705.0,2975,575.0,HISPANIC OR LATINO,2012
1613,Computer and mathematical occupations_Male,1735.0,1872,1666.0,2020,329.0,HISPANIC OR LATINO,2012
1614,Architecture and engineering occupations_Male,649.0,444,743.0,1178,205.0,HISPANIC OR LATINO,2012
1615,"Life, physical, and social science occupations_Male",352.0,159,957.0,306,0.0,HISPANIC OR LATINO,2012
1617,Community and social service occupations_Male,1318.0,1496,1020.0,503,98.0,HISPANIC OR LATINO,2012
1618,Legal occupations_Male,532.0,839,1640.0,965,64.0,HISPANIC OR LATINO,2012
1619,"Education, training, and library occupations_Male",2189.0,2774,4096.0,2704,227.0,HISPANIC OR LATINO,2012
1620,"Arts, design, entertainment, sports, and media occupations_Male",2513.0,2541,2435.0,3575,205.0,HISPANIC OR LATINO,2012
1622,Health diagnosing and treating practitioners and other technical occupations_Male,487.0,479,1294.0,735,243.0,HISPANIC OR LATINO,2012
1623,Health technologists and technicians_Male,358.0,951,109.0,1283,175.0,HISPANIC OR LATINO,2012
1625,Healthcare support occupations_Male,1529.0,1258,509.0,799,181.0,HISPANIC OR LATINO,2012
1627,"Fire fighting and prevention, and other protective service workers including supervisors_Male",4635.0,3190,2629.0,3802,810.0,HISPANIC OR LATINO,2012
