Occupations,year,race,Gender,County,NumEmp
Legal occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",1785
Legal occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",268
"Education, training, and library occupations",2010,HISPANIC OR LATINO,Female,"Bronx County, New York",8013
"Education, training, and library occupations",2010,HISPANIC OR LATINO,Female,"Kings County, New York",6968
"Education, training, and library occupations",2010,HISPANIC OR LATINO,Female,"New York County, New York",5756
"Education, training, and library occupations",2010,HISPANIC OR LATINO,Female,"Queens County, New York",7236
"Education, training, and library occupations",2010,HISPANIC OR LATINO,Female,"Richmond County, New York",1485
"Arts, design, entertainment, sports, and media occupations",2010,HISPANIC OR LATINO,Female,"Bronx County, New York",763
"Arts, design, entertainment, sports, and media occupations",2010,HISPANIC OR LATINO,Female,"Kings County, New York",1736
"Arts, design, entertainment, sports, and media occupations",2010,HISPANIC OR LATINO,Female,"New York County, New York",2660
"Arts, design, entertainment, sports, and media occupations",2010,HISPANIC OR LATINO,Female,"Queens County, New York",1281
"Arts, design, entertainment, sports, and media occupations",2010,HISPANIC OR LATINO,Female,"Richmond County, New York",261
Health diagnosing and treating practitioners and other technical occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",2421
Health diagnosing and treating practitioners and other technical occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",1259
Health diagnosing and treating practitioners and other technical occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",1428
Health diagnosing and treating practitioners and other technical occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",2974
Health diagnosing and treating practitioners and other technical occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",821
Health technologists and technicians,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",1966
Health technologists and technicians,2010,HISPANIC OR LATINO,Female,"Kings County, New York",1195
Health technologists and technicians,2010,HISPANIC OR LATINO,Female,"New York County, New York",807
Health technologists and technicians,2010,HISPANIC OR LATINO,Female,"Queens County, New York",1650
Health technologists and technicians,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",367
Healthcare support occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",19441
Healthcare support occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",12040
Healthcare support occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",8905
Healthcare support occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",9112
Healthcare support occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",669
"Fire fighting and prevention, and other protective service workers including supervisors",2010,HISPANIC OR LATINO,Female,"Bronx County, New York",1568
"Fire fighting and prevention, and other protective service workers including supervisors",2010,HISPANIC OR LATINO,Female,"Kings County, New York",662
"Fire fighting and prevention, and other protective service workers including supervisors",2010,HISPANIC OR LATINO,Female,"New York County, New York",296
"Fire fighting and prevention, and other protective service workers including supervisors",2010,HISPANIC OR LATINO,Female,"Queens County, New York",1120
"Fire fighting and prevention, and other protective service workers including supervisors",2010,HISPANIC OR LATINO,Female,"Richmond County, New York",81
Law enforcement workers including supervisors,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",508
Law enforcement workers including supervisors,2010,HISPANIC OR LATINO,Female,"Kings County, New York",758
Law enforcement workers including supervisors,2010,HISPANIC OR LATINO,Female,"New York County, New York",100
Law enforcement workers including supervisors,2010,HISPANIC OR LATINO,Female,"Queens County, New York",738
Law enforcement workers including supervisors,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",407
Food preparation and serving related occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",7721
Food preparation and serving related occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",3316
Food preparation and serving related occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",5032
Food preparation and serving related occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",6848
Food preparation and serving related occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",370
Building and grounds cleaning and maintenance occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",9960
Building and grounds cleaning and maintenance occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",8241
Building and grounds cleaning and maintenance occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",5822
Building and grounds cleaning and maintenance occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",17261
Building and grounds cleaning and maintenance occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",1156
Personal care and service occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",15827
Personal care and service occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",8461
Personal care and service occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",8294
Personal care and service occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",11250
Personal care and service occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",907
Sales and related occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",15400
Sales and related occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",8272
Sales and related occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",9911
Sales and related occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",14049
Sales and related occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",1681
Office and administrative support occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",24959
Office and administrative support occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",18716
Office and administrative support occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",11565
Office and administrative support occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",22558
Office and administrative support occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",3462
"Farming, fishing, and forestry occupations",2010,HISPANIC OR LATINO,Female,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2010,HISPANIC OR LATINO,Female,"Kings County, New York",0
"Farming, fishing, and forestry occupations",2010,HISPANIC OR LATINO,Female,"New York County, New York",0
"Farming, fishing, and forestry occupations",2010,HISPANIC OR LATINO,Female,"Queens County, New York",55
"Farming, fishing, and forestry occupations",2010,HISPANIC OR LATINO,Female,"Richmond County, New York",0
Construction and extraction occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",390
Construction and extraction occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",158
Construction and extraction occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",0
Construction and extraction occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",479
Construction and extraction occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",0
"Installation, maintenance, and repair occupations",2010,HISPANIC OR LATINO,Female,"Bronx County, New York",356
"Installation, maintenance, and repair occupations",2010,HISPANIC OR LATINO,Female,"Kings County, New York",518
"Installation, maintenance, and repair occupations",2010,HISPANIC OR LATINO,Female,"New York County, New York",155
"Installation, maintenance, and repair occupations",2010,HISPANIC OR LATINO,Female,"Queens County, New York",222
"Installation, maintenance, and repair occupations",2010,HISPANIC OR LATINO,Female,"Richmond County, New York",0
Production occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",3559
Production occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",3719
Production occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",2953
Production occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",6236
Production occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",228
Transportation occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",2272
Transportation occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",492
Transportation occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",352
Transportation occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",1629
Transportation occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",54
Material moving occupations,2010,HISPANIC OR LATINO,Female,"Bronx County, New York",1700
Material moving occupations,2010,HISPANIC OR LATINO,Female,"Kings County, New York",1593
Material moving occupations,2010,HISPANIC OR LATINO,Female,"New York County, New York",1104
Material moving occupations,2010,HISPANIC OR LATINO,Female,"Queens County, New York",3802
Material moving occupations,2010,HISPANIC OR LATINO,Female,"Richmond County, New York",0
Management occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",5425
Management occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",4710
Management occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",6996
Management occupations,2011,HISPANIC OR LATINO,Male,"Queens County, New York",7406
Management occupations,2011,HISPANIC OR LATINO,Male,"Richmond County, New York",510
Business and financial operations occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",2259
Business and financial operations occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",1812
Business and financial operations occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",2484
Business and financial operations occupations,2011,HISPANIC OR LATINO,Male,"Queens County, New York",3949
Business and financial operations occupations,2011,HISPANIC OR LATINO,Male,"Richmond County, New York",942
Computer and mathematical occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",901
Computer and mathematical occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",1761
Computer and mathematical occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",631
Computer and mathematical occupations,2011,HISPANIC OR LATINO,Male,"Queens County, New York",1695
Computer and mathematical occupations,2011,HISPANIC OR LATINO,Male,"Richmond County, New York",339
Architecture and engineering occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",572
Architecture and engineering occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",1358
Architecture and engineering occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",731
Architecture and engineering occupations,2011,HISPANIC OR LATINO,Male,"Queens County, New York",978
Architecture and engineering occupations,2011,HISPANIC OR LATINO,Male,"Richmond County, New York",328
"Life, physical, and social science occupations",2011,HISPANIC OR LATINO,Male,"Bronx County, New York",91
"Life, physical, and social science occupations",2011,HISPANIC OR LATINO,Male,"Kings County, New York",230
"Life, physical, and social science occupations",2011,HISPANIC OR LATINO,Male,"New York County, New York",1073
"Life, physical, and social science occupations",2011,HISPANIC OR LATINO,Male,"Queens County, New York",0
"Life, physical, and social science occupations",2011,HISPANIC OR LATINO,Male,"Richmond County, New York",0
Community and social service occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",1468
Community and social service occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",784
Community and social service occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",1305
Community and social service occupations,2011,HISPANIC OR LATINO,Male,"Queens County, New York",1532
Community and social service occupations,2011,HISPANIC OR LATINO,Male,"Richmond County, New York",249
Legal occupations,2011,HISPANIC OR LATINO,Male,"Bronx County, New York",183
Legal occupations,2011,HISPANIC OR LATINO,Male,"Kings County, New York",539
Legal occupations,2011,HISPANIC OR LATINO,Male,"New York County, New York",1501
