,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
1672,"Farming, fishing, and forestry occupations_Female",68.0,0,132.0,0,0.0,HISPANIC OR LATINO,2012
1673,Construction and extraction occupations_Female,57.0,237,44.0,455,110.0,HISPANIC OR LATINO,2012
1674,"Installation, maintenance, and repair occupations_Female",612.0,132,0.0,340,41.0,HISPANIC OR LATINO,2012
1675,"Production, transportation, and material moving occupations:_Female",9059.0,6490,5230.0,9754,217.0,HISPANIC OR LATINO,2012
1676,Production occupations_Female,5041.0,3797,3506.0,5825,156.0,HISPANIC OR LATINO,2012
1677,Transportation occupations_Female,1899.0,880,854.0,1455,33.0,HISPANIC OR LATINO,2012
1678,Material moving occupations_Female,2119.0,1813,870.0,2474,28.0,HISPANIC OR LATINO,2012
1679,Total:,289490.0,211186,174894.0,309310,37198.0,HISPANIC OR LATINO,2013
1680,Male:,145670.0,118577,91230.0,179308,19354.0,HISPANIC OR LATINO,2013
1681,"Management, business, science, and arts occupations:_Male",21189.0,16897,23288.0,26325,3536.0,HISPANIC OR LATINO,2013
1682,"Management, business, and financial occupations:_Male",8484.0,6922,10726.0,12292,1857.0,HISPANIC OR LATINO,2013
1683,Management occupations_Male,5617.0,5028,8461.0,9466,1405.0,HISPANIC OR LATINO,2013
1684,Business and financial operations occupations_Male,2867.0,1894,2265.0,2826,452.0,HISPANIC OR LATINO,2013
1685,"Computer, engineering, and science occupations:_Male",2085.0,2283,2346.0,4312,564.0,HISPANIC OR LATINO,2013
1686,Computer and mathematical occupations_Male,1482.0,1143,1147.0,2507,455.0,HISPANIC OR LATINO,2013
1687,Architecture and engineering occupations_Male,350.0,861,773.0,1129,109.0,HISPANIC OR LATINO,2013
1688,"Life, physical, and social science occupations_Male",253.0,279,426.0,676,0.0,HISPANIC OR LATINO,2013
1689,"Education, legal, community service, arts, and media occupations:_Male",8298.0,6116,9209.0,8483,976.0,HISPANIC OR LATINO,2013
1690,Community and social service occupations_Male,2122.0,956,1779.0,873,107.0,HISPANIC OR LATINO,2013
1691,Legal occupations_Male,227.0,683,1059.0,880,69.0,HISPANIC OR LATINO,2013
1692,"Education, training, and library occupations_Male",3091.0,1940,1953.0,4142,709.0,HISPANIC OR LATINO,2013
1693,"Arts, design, entertainment, sports, and media occupations_Male",2858.0,2537,4418.0,2588,91.0,HISPANIC OR LATINO,2013
1694,Healthcare practitioners and technical occupations:_Male,2322.0,1576,1007.0,1238,139.0,HISPANIC OR LATINO,2013
1695,Health diagnosing and treating practitioners and other technical occupations_Male,1285.0,908,454.0,787,49.0,HISPANIC OR LATINO,2013
1696,Health technologists and technicians_Male,1037.0,668,553.0,451,90.0,HISPANIC OR LATINO,2013
1697,Service occupations:_Male,46232.0,35999,25821.0,53842,5331.0,HISPANIC OR LATINO,2013
1698,Healthcare support occupations_Male,1615.0,950,945.0,1112,0.0,HISPANIC OR LATINO,2013
1699,Protective service occupations:_Male,6263.0,3928,2722.0,5766,1302.0,HISPANIC OR LATINO,2013
1700,"Fire fighting and prevention, and other protective service workers including supervisors_Male",4091.0,2676,2279.0,3574,623.0,HISPANIC OR LATINO,2013
1701,Law enforcement workers including supervisors_Male,2172.0,1252,443.0,2192,679.0,HISPANIC OR LATINO,2013
1702,Food preparation and serving related occupations_Male,16821.0,17258,9737.0,26464,1935.0,HISPANIC OR LATINO,2013
1703,Building and grounds cleaning and maintenance occupations_Male,17030.0,11116,9460.0,16235,1563.0,HISPANIC OR LATINO,2013
1704,Personal care and service occupations_Male,4503.0,2747,2957.0,4265,531.0,HISPANIC OR LATINO,2013
1705,Sales and office occupations:_Male,28059.0,17909,18828.0,29224,2719.0,HISPANIC OR LATINO,2013
1706,Sales and related occupations_Male,12749.0,8349,10690.0,14236,1530.0,HISPANIC OR LATINO,2013
1707,Office and administrative support occupations_Male,15310.0,9560,8138.0,14988,1189.0,HISPANIC OR LATINO,2013
1708,"Natural resources, construction, and maintenance occupations:_Male",21182.0,25170,9852.0,37751,4686.0,HISPANIC OR LATINO,2013
1709,"Farming, fishing, and forestry occupations_Male",60.0,0,0.0,577,0.0,HISPANIC OR LATINO,2013
1710,Construction and extraction occupations_Male,13617.0,19314,6536.0,26556,3685.0,HISPANIC OR LATINO,2013
1711,"Installation, maintenance, and repair occupations_Male",7505.0,5856,3316.0,10618,1001.0,HISPANIC OR LATINO,2013
1712,"Production, transportation, and material moving occupations:_Male",29008.0,22602,13441.0,32166,3082.0,HISPANIC OR LATINO,2013
1713,Production occupations_Male,7063.0,6170,3188.0,9498,564.0,HISPANIC OR LATINO,2013
1714,Transportation occupations_Male,13992.0,11906,9272.0,16166,1860.0,HISPANIC OR LATINO,2013
1715,Material moving occupations_Male,7953.0,4526,981.0,6502,658.0,HISPANIC OR LATINO,2013
1716,Female:_Female,143820.0,92609,83664.0,130002,17844.0,HISPANIC OR LATINO,2013
1717,"Management, business, science, and arts occupations:_Female",30022.0,25093,26703.0,33735,6119.0,HISPANIC OR LATINO,2013
1718,"Management, business, and financial occupations:_Female",8614.0,8264,7849.0,14100,1815.0,HISPANIC OR LATINO,2013
1719,Management occupations_Female,5428.0,5514,4205.0,7001,1324.0,HISPANIC OR LATINO,2013
1720,Business and financial operations occupations_Female,3186.0,2750,3644.0,7099,491.0,HISPANIC OR LATINO,2013
1721,"Computer, engineering, and science occupations:_Female",1128.0,1089,1537.0,1296,79.0,HISPANIC OR LATINO,2013
1722,Computer and mathematical occupations_Female,475.0,629,749.0,351,0.0,HISPANIC OR LATINO,2013
1723,Architecture and engineering occupations_Female,224.0,180,196.0,238,34.0,HISPANIC OR LATINO,2013
1724,"Life, physical, and social science occupations_Female",429.0,280,592.0,707,45.0,HISPANIC OR LATINO,2013
1725,"Education, legal, community service, arts, and media occupations:_Female",16344.0,12376,13581.0,14207,2725.0,HISPANIC OR LATINO,2013
1726,Community and social service occupations_Female,3850.0,2267,1737.0,2164,708.0,HISPANIC OR LATINO,2013
1727,Legal occupations_Female,986.0,1432,469.0,493,247.0,HISPANIC OR LATINO,2013
1728,"Education, training, and library occupations_Female",10593.0,6896,6654.0,8838,1563.0,HISPANIC OR LATINO,2013
1729,"Arts, design, entertainment, sports, and media occupations_Female",915.0,1781,4721.0,2712,207.0,HISPANIC OR LATINO,2013
1730,Healthcare practitioners and technical occupations:_Female,3936.0,3364,3736.0,4132,1500.0,HISPANIC OR LATINO,2013
1731,Health diagnosing and treating practitioners and other technical occupations_Female,1838.0,2034,2085.0,2323,975.0,HISPANIC OR LATINO,2013
1732,Health technologists and technicians_Female,2098.0,1330,1651.0,1809,525.0,HISPANIC OR LATINO,2013
1733,Service occupations:_Female,59207.0,34668,28990.0,49360,5387.0,HISPANIC OR LATINO,2013
1734,Healthcare support occupations_Female,19780.0,11033,7419.0,11787,1168.0,HISPANIC OR LATINO,2013
1735,Protective service occupations:_Female,2103.0,2099,1570.0,1940,477.0,HISPANIC OR LATINO,2013
1736,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1489.0,944,1000.0,890,0.0,HISPANIC OR LATINO,2013
1737,Law enforcement workers including supervisors_Female,614.0,1155,570.0,1050,477.0,HISPANIC OR LATINO,2013
1738,Food preparation and serving related occupations_Female,8871.0,4377,4820.0,7548,1206.0,HISPANIC OR LATINO,2013
1739,Building and grounds cleaning and maintenance occupations_Female,11952.0,8957,6236.0,18219,1603.0,HISPANIC OR LATINO,2013
1740,Personal care and service occupations_Female,16501.0,8202,8945.0,9866,933.0,HISPANIC OR LATINO,2013
1741,Sales and office occupations:_Female,44763.0,24356,24399.0,37069,6097.0,HISPANIC OR LATINO,2013
1742,Sales and related occupations_Female,16923.0,8450,10706.0,14531,3241.0,HISPANIC OR LATINO,2013
1743,Office and administrative support occupations_Female,27840.0,15906,13693.0,22538,2856.0,HISPANIC OR LATINO,2013
1744,"Natural resources, construction, and maintenance occupations:_Female",1303.0,629,601.0,1971,0.0,HISPANIC OR LATINO,2013
1745,"Farming, fishing, and forestry occupations_Female",0.0,85,0.0,538,0.0,HISPANIC OR LATINO,2013
1746,Construction and extraction occupations_Female,590.0,268,361.0,866,0.0,HISPANIC OR LATINO,2013
1747,"Installation, maintenance, and repair occupations_Female",713.0,276,240.0,567,0.0,HISPANIC OR LATINO,2013
1748,"Production, transportation, and material moving occupations:_Female",8525.0,7863,2971.0,7867,241.0,HISPANIC OR LATINO,2013
1749,Production occupations_Female,4558.0,4660,1535.0,5393,30.0,HISPANIC OR LATINO,2013
1750,Transportation occupations_Female,2087.0,1389,652.0,1687,159.0,HISPANIC OR LATINO,2013
1751,Material moving occupations_Female,1880.0,1814,784.0,787,52.0,HISPANIC OR LATINO,2013
1752,Total:,309548.0,218066,181045.0,314031,35011.0,HISPANIC OR LATINO,2014
1753,Male:,158321.0,120678,95499.0,178756,18758.0,HISPANIC OR LATINO,2014
1754,"Management, business, science, and arts occupations:_Male",20826.0,22859,27744.0,28381,3335.0,HISPANIC OR LATINO,2014
1755,"Management, business, and financial occupations:_Male",10167.0,9213,12146.0,14048,1239.0,HISPANIC OR LATINO,2014
1756,Management occupations_Male,7463.0,7058,8425.0,11193,773.0,HISPANIC OR LATINO,2014
1757,Business and financial operations occupations_Male,2704.0,2155,3721.0,2855,466.0,HISPANIC OR LATINO,2014
1758,"Computer, engineering, and science occupations:_Male",2840.0,3043,3440.0,4415,459.0,HISPANIC OR LATINO,2014
1759,Computer and mathematical occupations_Male,1928.0,1758,1478.0,2488,360.0,HISPANIC OR LATINO,2014
1760,Architecture and engineering occupations_Male,549.0,843,1121.0,1363,99.0,HISPANIC OR LATINO,2014
1761,"Life, physical, and social science occupations_Male",363.0,442,841.0,564,0.0,HISPANIC OR LATINO,2014
1762,"Education, legal, community service, arts, and media occupations:_Male",5900.0,8890,10350.0,8476,1031.0,HISPANIC OR LATINO,2014
1763,Community and social service occupations_Male,1508.0,1538,912.0,1062,371.0,HISPANIC OR LATINO,2014
1764,Legal occupations_Male,588.0,825,786.0,1265,0.0,HISPANIC OR LATINO,2014
1765,"Education, training, and library occupations_Male",2040.0,2466,2744.0,3134,399.0,HISPANIC OR LATINO,2014
1766,"Arts, design, entertainment, sports, and media occupations_Male",1764.0,4061,5908.0,3015,261.0,HISPANIC OR LATINO,2014
1767,Healthcare practitioners and technical occupations:_Male,1919.0,1713,1808.0,1442,606.0,HISPANIC OR LATINO,2014
1768,Health diagnosing and treating practitioners and other technical occupations_Male,466.0,677,1028.0,271,182.0,HISPANIC OR LATINO,2014
1769,Health technologists and technicians_Male,1453.0,1036,780.0,1171,424.0,HISPANIC OR LATINO,2014
1770,Service occupations:_Male,51253.0,32925,25986.0,52945,4634.0,HISPANIC OR LATINO,2014
1771,Healthcare support occupations_Male,1100.0,659,572.0,654,85.0,HISPANIC OR LATINO,2014
1772,Protective service occupations:_Male,7457.0,5549,2665.0,6027,1634.0,HISPANIC OR LATINO,2014
1773,"Fire fighting and prevention, and other protective service workers including supervisors_Male",5350.0,3642,1958.0,3258,595.0,HISPANIC OR LATINO,2014
1774,Law enforcement workers including supervisors_Male,2107.0,1907,707.0,2769,1039.0,HISPANIC OR LATINO,2014
1775,Food preparation and serving related occupations_Male,22733.0,14046,10726.0,27141,1030.0,HISPANIC OR LATINO,2014
1776,Building and grounds cleaning and maintenance occupations_Male,15167.0,9655,8925.0,13852,1743.0,HISPANIC OR LATINO,2014
1777,Personal care and service occupations_Male,4796.0,3016,3098.0,5271,142.0,HISPANIC OR LATINO,2014
1778,Sales and office occupations:_Male,22954.0,19847,17197.0,28402,2396.0,HISPANIC OR LATINO,2014
1779,Sales and related occupations_Male,10163.0,10319,10248.0,12462,1151.0,HISPANIC OR LATINO,2014
1780,Office and administrative support occupations_Male,12791.0,9528,6949.0,15940,1245.0,HISPANIC OR LATINO,2014
1781,"Natural resources, construction, and maintenance occupations:_Male",28743.0,23744,11489.0,34635,5108.0,HISPANIC OR LATINO,2014
1782,"Farming, fishing, and forestry occupations_Male",0.0,581,178.0,0,0.0,HISPANIC OR LATINO,2014
1783,Construction and extraction occupations_Male,20657.0,18753,8778.0,26449,4348.0,HISPANIC OR LATINO,2014
1784,"Installation, maintenance, and repair occupations_Male",8086.0,4410,2533.0,8186,760.0,HISPANIC OR LATINO,2014
1785,"Production, transportation, and material moving occupations:_Male",34545.0,21303,13083.0,34393,3285.0,HISPANIC OR LATINO,2014
1786,Production occupations_Male,8205.0,5915,3463.0,8467,715.0,HISPANIC OR LATINO,2014
1787,Transportation occupations_Male,22635.0,9543,6571.0,20749,1566.0,HISPANIC OR LATINO,2014
1788,Material moving occupations_Male,3705.0,5845,3049.0,5177,1004.0,HISPANIC OR LATINO,2014
1789,Female:_Female,151227.0,97388,85546.0,135275,16253.0,HISPANIC OR LATINO,2014
1790,"Management, business, science, and arts occupations:_Female",35438.0,27831,27740.0,30536,6210.0,HISPANIC OR LATINO,2014
1791,"Management, business, and financial occupations:_Female",10530.0,8955,10058.0,10648,1668.0,HISPANIC OR LATINO,2014
1792,Management occupations_Female,7975.0,6095,5722.0,6582,1047.0,HISPANIC OR LATINO,2014
1793,Business and financial operations occupations_Female,2555.0,2860,4336.0,4066,621.0,HISPANIC OR LATINO,2014
1794,"Computer, engineering, and science occupations:_Female",1033.0,1464,1667.0,1601,0.0,HISPANIC OR LATINO,2014
1795,Computer and mathematical occupations_Female,526.0,732,348.0,943,0.0,HISPANIC OR LATINO,2014
1796,Architecture and engineering occupations_Female,63.0,493,183.0,185,0.0,HISPANIC OR LATINO,2014
1797,"Life, physical, and social science occupations_Female",444.0,239,1136.0,473,0.0,HISPANIC OR LATINO,2014
1798,"Education, legal, community service, arts, and media occupations:_Female",19111.0,14465,12582.0,13984,2933.0,HISPANIC OR LATINO,2014
1799,Community and social service occupations_Female,4396.0,3301,2015.0,2995,646.0,HISPANIC OR LATINO,2014
1800,Legal occupations_Female,1582.0,765,1144.0,1091,41.0,HISPANIC OR LATINO,2014
1801,"Education, training, and library occupations_Female",11965.0,7396,6772.0,7784,1769.0,HISPANIC OR LATINO,2014
1802,"Arts, design, entertainment, sports, and media occupations_Female",1168.0,3003,2651.0,2114,477.0,HISPANIC OR LATINO,2014
1803,Healthcare practitioners and technical occupations:_Female,4764.0,2947,3433.0,4303,1609.0,HISPANIC OR LATINO,2014
1804,Health diagnosing and treating practitioners and other technical occupations_Female,1378.0,1823,2273.0,2204,926.0,HISPANIC OR LATINO,2014
1805,Health technologists and technicians_Female,3386.0,1124,1160.0,2099,683.0,HISPANIC OR LATINO,2014
1806,Service occupations:_Female,64653.0,35911,34082.0,51697,4610.0,HISPANIC OR LATINO,2014
1807,Healthcare support occupations_Female,20622.0,9254,9916.0,10334,1039.0,HISPANIC OR LATINO,2014
1808,Protective service occupations:_Female,2380.0,1439,832.0,735,695.0,HISPANIC OR LATINO,2014
1809,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1594.0,907,832.0,323,451.0,HISPANIC OR LATINO,2014
1810,Law enforcement workers including supervisors_Female,786.0,532,0.0,412,244.0,HISPANIC OR LATINO,2014
1811,Food preparation and serving related occupations_Female,11118.0,6060,6774.0,9997,754.0,HISPANIC OR LATINO,2014
1812,Building and grounds cleaning and maintenance occupations_Female,12515.0,11491,8041.0,18469,1618.0,HISPANIC OR LATINO,2014
1813,Personal care and service occupations_Female,18018.0,7667,8519.0,12162,504.0,HISPANIC OR LATINO,2014
1814,Sales and office occupations:_Female,42328.0,26314,20336.0,41154,4966.0,HISPANIC OR LATINO,2014
1815,Sales and related occupations_Female,17720.0,11004,6636.0,16321,1696.0,HISPANIC OR LATINO,2014
1816,Office and administrative support occupations_Female,24608.0,15310,13700.0,24833,3270.0,HISPANIC OR LATINO,2014
1817,"Natural resources, construction, and maintenance occupations:_Female",549.0,996,157.0,1376,0.0,HISPANIC OR LATINO,2014
1818,"Farming, fishing, and forestry occupations_Female",0.0,253,0.0,57,0.0,HISPANIC OR LATINO,2014
1819,Construction and extraction occupations_Female,444.0,421,157.0,908,0.0,HISPANIC OR LATINO,2014
1820,"Installation, maintenance, and repair occupations_Female",105.0,322,0.0,411,0.0,HISPANIC OR LATINO,2014
1821,"Production, transportation, and material moving occupations:_Female",8259.0,6336,3231.0,10512,467.0,HISPANIC OR LATINO,2014
1822,Production occupations_Female,4683.0,4212,1991.0,7051,205.0,HISPANIC OR LATINO,2014
1823,Transportation occupations_Female,2417.0,931,606.0,2291,124.0,HISPANIC OR LATINO,2014
1824,Material moving occupations_Female,1159.0,1193,634.0,1170,138.0,HISPANIC OR LATINO,2014
1825,Total:,325085.0,216970,189819.0,326381,33384.0,HISPANIC OR LATINO,2015
1826,Male:,163957.0,117699,98310.0,187671,17044.0,HISPANIC OR LATINO,2015
1827,"Management, business, science, and arts occupations:_Male",25679.0,22697,27959.0,31251,2438.0,HISPANIC OR LATINO,2015
1828,"Management, business, and financial occupations:_Male",11434.0,9799,13109.0,15991,1377.0,HISPANIC OR LATINO,2015
1829,Management occupations_Male,8293.0,7145,9612.0,12055,1000.0,HISPANIC OR LATINO,2015
1830,Business and financial operations occupations_Male,3141.0,2654,3497.0,3936,377.0,HISPANIC OR LATINO,2015
1831,"Computer, engineering, and science occupations:_Male",3320.0,3028,3523.0,4030,392.0,HISPANIC OR LATINO,2015
1832,Computer and mathematical occupations_Male,2514.0,2072,2124.0,2488,339.0,HISPANIC OR LATINO,2015
