"Occupations","Gender","Boroughs","year","Salary","year_range","Salary_avg"
"Farming, fishing, and forestry occupations","Female","Kings County","year2015",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2016",20219,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2017",5867,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2018",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2019",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2010",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2011",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2012",14848,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2013",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2014",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2015",3114,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2016",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2017",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2018",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","New York County","year2019",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2010",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2011",11471,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2012",87599,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2013",21120,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2014",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2015",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2016",21421,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Queens County","year2017",16329,"year2017_2019",16719.6666666667
"Farming, fishing, and forestry occupations","Female","Queens County","year2018",11517,"year2017_2019",16719.6666666667
"Farming, fishing, and forestry occupations","Female","Queens County","year2019",22313,"year2017_2019",16719.6666666667
"Farming, fishing, and forestry occupations","Female","Richmond County","year2010",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2011",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2012",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2013",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2014",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2015",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2016",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2017",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2018",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Richmond County","year2019",NA,"year2017_2019",NA
"Construction and extraction occupations","Female","Bronx County","year2010",13790,"year2010_2013",35460
"Construction and extraction occupations","Female","Bronx County","year2011",41058,"year2010_2013",35460
"Construction and extraction occupations","Female","Bronx County","year2012",34386,"year2010_2013",35460
"Construction and extraction occupations","Female","Bronx County","year2013",52606,"year2010_2013",35460
"Construction and extraction occupations","Female","Bronx County","year2014",35273,"year2014_2016",37003.3333333333
"Construction and extraction occupations","Female","Bronx County","year2015",33707,"year2014_2016",37003.3333333333
"Construction and extraction occupations","Female","Bronx County","year2016",42030,"year2014_2016",37003.3333333333
"Construction and extraction occupations","Female","Bronx County","year2017",56389,"year2017_2019",44823.6666666667
"Construction and extraction occupations","Female","Bronx County","year2018",27004,"year2017_2019",44823.6666666667
"Construction and extraction occupations","Female","Bronx County","year2019",51078,"year2017_2019",44823.6666666667
"Construction and extraction occupations","Female","Kings County","year2010",19070,"year2010_2013",29292.25
"Construction and extraction occupations","Female","Kings County","year2011",41196,"year2010_2013",29292.25
"Construction and extraction occupations","Female","Kings County","year2012",30599,"year2010_2013",29292.25
"Construction and extraction occupations","Female","Kings County","year2013",26304,"year2010_2013",29292.25
"Construction and extraction occupations","Female","Kings County","year2014",30128,"year2014_2016",39237.3333333333
"Construction and extraction occupations","Female","Kings County","year2015",35992,"year2014_2016",39237.3333333333
"Construction and extraction occupations","Female","Kings County","year2016",51592,"year2014_2016",39237.3333333333
"Construction and extraction occupations","Female","Kings County","year2017",52739,"year2017_2019",53117
"Construction and extraction occupations","Female","Kings County","year2018",45318,"year2017_2019",53117
"Construction and extraction occupations","Female","Kings County","year2019",61294,"year2017_2019",53117
"Construction and extraction occupations","Female","New York County","year2010",4883,"year2010_2013",40715.25
"Construction and extraction occupations","Female","New York County","year2011",45460,"year2010_2013",40715.25
"Construction and extraction occupations","Female","New York County","year2012",90369,"year2010_2013",40715.25
"Construction and extraction occupations","Female","New York County","year2013",22149,"year2010_2013",40715.25
"Construction and extraction occupations","Female","New York County","year2014",37234,"year2014_2016",51948.6666666667
"Construction and extraction occupations","Female","New York County","year2015",60641,"year2014_2016",51948.6666666667
"Construction and extraction occupations","Female","New York County","year2016",57971,"year2014_2016",51948.6666666667
"Construction and extraction occupations","Female","New York County","year2017",61785,"year2017_2019",101635.666666667
"Construction and extraction occupations","Female","New York County","year2018",201238,"year2017_2019",101635.666666667
"Construction and extraction occupations","Female","New York County","year2019",41884,"year2017_2019",101635.666666667
"Construction and extraction occupations","Female","Queens County","year2010",48117,"year2010_2013",45283.75
